"ID","Nodes_ID","Name","Continuation_From_ID","From","To","Description","Category","Date","Fixed_Day","Fixed_Month","Weekday","Before_After","Date_Depends_On","Start_Max","Start_Min","End_Min","End_Max"
"766","11050","","","1632","","Fair on Thursday after Easter. In 1640 indicated with a duration of 14 days.","local","movable","","","Thursday","after","Easter","","","13",""
"768","8763","","680","1502","","The Bartholomew fair is prolonged by 2 days from 3 to 5 by emperor Maximilian in 1502.","local","fixed","24","8","","","","","","5",""
"770","1741","","","1521","1690","This fair was established on St. Veit's day in 1521. Even though Leipzig protested and was boycotted by duke Georg of Sachsen, it was held in the years 1521, 1583, 1617, 1619, 1637, 1660 and 1690.","local","fixed","15","6","","","","","","",""
"772","1741","","","1422","","Fair on Sunday after Mauritius' day","local","fixed","22","9","","","Vocem","","","",""
"774","1741","","","1422","","Fair on Reminiscere","local","movable","","","","","Reminiscere","","","",""
"776","1741","","","1422","","Fair on sunday after St. Gallus' day","local","fixed","16","10","","","","","","",""
"778","848","","","1637","","Fair on Sunday after St. Margaret's day.","local","movable","13","7","Sunday","after","Fixed date","","","",""
"780","3455","","","1556","","In 1556 the cattle market and fair was to be moved from 8 days before St. Laurentius' day to the thursday after St. Laurentius' day.","local","movable","10","8","Thursday","after","Fixed date","","","",""
"782","8655","","","1558","1558","In 1558 the council of Wurzen proclaimed to hold a fair, which had been granted by the bishop of Meißen. Leipzig protested and electorate prince August commanded the bishop of Meißen to cancel the fair.","local","fixed","","","","","","","","",""
"788","10767","","","1609","","In 1609 electoral prince Christian II. granted two new fairs to Wahrenbrück, one day before the fair a cattle market and a day before that a general market was to be held.","local","fixed","23","6","","","","","-2","",""
"790","10767","","","1609","","In 1609 electoral prince Christian II. granted two new fairs to Wahrenbrück, one day before the fair a cattle market and a day before that a general market was to be held. This fair was to be held on Sunday after St. Lucia's day.","local","fixed","13","12","","","","","-2","",""
"792","4222","","","1612","","Leipzig accepted this fair in Landsberg after it had assured that it wouldn't move against Leipzig's fair or staple privileges.","local","fixed","","","","","","","","",""
"794","961","","","1624","","Fair on Sunday before Simonis and Judae.","local","fixed","28","10","","","","","","",""
"796","961","","","1624","","Fair on Judica Sunday","local","movable","","","","","Judica","","","",""
"798","6200","","","1628","1650","Fair on the Eselstedter meadow at Querfurt. It stopped during the 30-year war.","local","movable","","","Thursday","after","Easter","","","",""
"800","8862","","","1630","","Fair, cattle, and butter market.","local","fixed","17","9","","","","","","2",""
"802","7760","","","1514","","Fair on Misericordias Domini.","local","movable","","","","","Misericordia","","","",""
"804","7760","","","1514","","Fair on St. Matthew's day","local","fixed","21","9","","","","","","",""
"806","2002","","","1263","","Heinrich der Erlauchte verleiht Freiberg 1263 einen 14-tägigen Markt","regional","fixed","","","","","","","","",""
"808","8879","","26","1465","","St. Peter (horse fair), in and some time before 1464 held on 25 or 26 June.","local","fixed","29","6","","","","","","",""
"810","296","","","1294","","At least from 1294/95 onward, a fair was being held on Midfast. Around the middle of the fourtheenth century, town accounts of Deventer mention a fair in Arnhem 'in festo Palmarum' or '(in) Palmis', which could refer to the Mid-Fast fair. If this is true, it lasted at least two weeks. According to Z.W. Sneller, the Arnhem Palm Sunday fair was only short-lived and ceased to function altogether in the same century. In 1386, it is still mentioned. ","regional","movable","","","","","Letare","","","",""
"812","296","","","1294","","From at least 1294/95 onward, a fair was held on the Feast of the Birth of St. Mary. ","regional","fixed","8","9","","","","","","",""
"814","296","","","1294","","At least from 1294/95 a fair was being held on St. Martin. In 1240, this fair is mentioned a few days earlier on St. Willibrord (7 November). St. Martin's fair probably lasted at least three weeks. It was, at least at the beginning of the fifteenth century, visited by merchants from Deventer. ","regional","fixed","11","11","","","","","","","21"
"816","296","","","1459","","In 1459, Arnold, duke of Guelders, granted a cattle fair to Arnhem. The fair would be held on the day before St. Luke. This grant alarmed the towns of Deventer, Kampen and Zwolle. ","regional","fixed","17","10","","","","","","",""
"818","1753","","","1397","","In 1297, William I, duke of Guelders, granted the right to hold a fair eight days after the Sunday after Easter to Elburg. ","regional","movable","","","","","Misericordia","","-7","7",""
"820","1753","","","1397","","In 1397, William I, duke of Guelders, granted the right to hold a fair on St. Gallus, lasting eight days before and eight days after the fair date. Its ‘market freedom’ was based on the example of Arnhem.The Duke ordered his officials to ensure that eight days before and three days after the fair of St. Gallus, no-one was to transport his commodities to a market or fair other than Elburg’s. These measures should protect the fair of Elburg from the cattle fair in Arnhem, starting just one day after the Elburg fair. ","regional","fixed","16","10","","","","","-7","7",""
"822","2807","","","1294","","At least from 1294/95 onward, a fair was being held on Pentecost. On the occasion of the re-granting of the town privileges of Harderwijk in 1312, it was allowed that the fair be held for a maximum of fourteen days. It is highly questionable whether this 1312 stipulation has ever had any real value.","regional","movable","","","","","Pentecost","","","","14"
"824","2807","","","1424","","In 1424, Harderwijk was granted a second fair on Reminiscere-Midfast. A municipal degree ordained the merchandise in this fair to be toll-free.","regional","movable","","","","","Reminiscere","","","13",""
"826","2807","","","1524","","Around 1524, there was a specialized oxen fair besides the two existing fairs on October 6th.","regional","fixed","6","10","","","","","","6","9"
"828","2862","","","1353","","In 1353, Duchess Alianora (second wife of Reinald (Reginald) II), Lady of the Veluwe, granted a fair on Sunday before Pentecost. ","local","movable","","","","","Palmarum","","","",""
"830","2862","","","","","In 1353, Duchess Alianora (second wife of Reinald (Reginald) II), Lady of the Veluwe, granted a fair on 11.000 Virgins. ","local","fixed","21","10","","","","","","",""
"832","8114","","","1294","","From at least 1294/95 onward, Wageningen had one fair on St. James. In 1312, the duration of this fair was fixed on eight days before St. James and eight days after St. James. It is highly questionable whether this 1312 stipulation had any real value: possibly, these stipulations have never been active.","local","fixed","25","7","","","","-7","","","7"
"834","6505","","","","1498","","local","fixed","1","5","","","","","","",""
"836","6505","","834","1499","","","local","fixed","14","10","","","","","","",""
"838","6505","","","1499","","","local","movable","","","Monday","after","Letare","","","",""
"840","6505","","834","1499","","","local","movable","","","","","Pentecost","","","",""
"842","10699","","","1409","","Fair on Monday after Pentecost, existed before the privileges from 1409","local","movable","","","Monday","after","Pentecost","","","",""
"844","10699","","","1409","","Fair on the day after All Hallow's day, existed before the privileges from 1409.","local","fixed","2","11","","","","","","",""
"846","10699","","","1409","","Veitsmarket, existed before the privileges from 1409","local","fixed","15","6","","","","","","",""
"848","10699","","","1409","","Fair on St. Mauritius' Day, later known as the ""Feldmarkt"".","local","fixed","22","9","","","","","","",""
"850","10699","","","1589","","Fair on Candlemas Day.","local","fixed","2","2","","","","","","",""
"852","6878","","","","","Market on wednesday before St. Jacob's day.","local","movable","25","7","Wednesday","before","Fixed date","","","",""
"854","10547","","","1456","","Fair on Pentecost","local","movable","","","","","Pentecost","","","2",""
"856","10547","","","1456","","Fair in the first half of October","local","fixed","","10","","","","","","2",""
"858","519","","","1544","","Electorate prince Johann Friedrich grants a fair on Sunday after St. Antonius' day (13th June) to Belgern in 1544.","local","fixed","13","6","","","","","","",""
"860","8322","","","1593","","Horsemarket in Werben","local","fixed","23","6","","","","","","",""
"862","7405","","","1643","","Cattle market on Monday after St. Gallus' day.","local","movable","16","10","Monday","after","Fixed date","","","",""
"864","7601","","","1650","","Cattle market after St. Simonis and Judae.","local","fixed","28","10","","","","","","",""
"870","1377","","","1400","","Fair Petri Pauli; indulgence fair","local","fixed","29","6","","","","","","",""
"872","1377","","","1428","1519","Fair on Sunday after the Assumption of Mary.","local","fixed","15","8","","","","","","",""
"874","1377","","872","1520","","Fair on Sunday after the Assumption of Mary is moved to Sunday after All Saint's Day, since the harvest was still brought in on Assumption of Mary.","local","fixed","1","11","","","","","","",""
"876","1377","","","1487","","The first mention of the Lent market occurs in 1487, it is, however, only eleveted to fair in 1550.","local","movable","","","Saturday","before","Invocavit","","","",""
"878","1401","","","1650","","Fair on Reminiscere. The fair is mentioned together with school vacations in the middle of the 17th century.","local","movable","","","","","Reminiscere","","","",""
"880","1445","","","","","Cattle and horse fair on St. Gertrud's Day.","local","fixed","17","3","","","","","","",""
"882","1445","","","","","Fair on Sunday after the birth of John the Baptist.","local","fixed","24","6","","","","","","",""
"884","2094","","","","1579","Fair in the middle of lent","regional","movable","","","","","Letare","","","",""
"886","2094","","","1579","","Fair on Monday after Invocavit","regional","movable","","","Monday","after","Invocavit","","","3",""
"888","2094","","","1579","","Fair on Monday after Palmarum","local","movable","","","Monday","after","Palmarum","","","3",""
"890","2094","","","1579","","Fair on St. Peter and Paul's day.","regional","fixed","29","6","","","","","","3",""
"892","2094","","","1579","","Fair on Monday after Michaelis","regional","fixed","29","9","","","","","","3",""
"894","7601","","","","1587","Fair on Tuesday after Trinitatis","local","movable","","","Tuesday","after","Trinitatis","","","",""
"896","7601","","894","1588","","In 1587, town and council of Tangermünde are allowed to move the fair to Tuesday after Jocunditatis.","local","movable","","","Tuesday","after","Vocem","","","",""
"898","59","","","1460","","","local","movable","20","1","Wednesday","before","Fixed date","","","",""
"900","59","","","1460","","","local","movable","","","Wednesday","before","Oculi","","","",""
"902","59","","","1460","","","local","movable","","","Wednesday","before","Cantate","","","",""
"904","59","","","1460","","","local","movable","20","7","Wednesday","before","Fixed date","","","",""
"906","59","","","","","","local","movable","22","9","Wednesday","before","Fixed date","","","",""
"908","3612","","","","","","local","fixed","24","8","","","","","","1",""
"910","3612","","","","","","local","fixed","23","4","","","","","","1",""
"912","4525","","","1562","","Fair on Tuesday after the 5th Sunday of lent","local","movable","","","Tuesday","after","Judica","","","",""
"914","4525","","","1562","","Fair on Tuesday before the Visitation of Mary","local","movable","2","7","Tuesday","before","Fixed date","","","",""
"916","4525","","","1562","","Fair on thursday 14 days before St. Martin's day.","local","movable","11","11","Tuesday","before","Fixed date","","","",""
"918","4742","","","1586","","Fair on Monday after Cantate","local","movable","","","Monday","after","Cantate","","","",""
"920","4742","","","1586","","Fair on Monday before the decapitation of John the Baptist.","local","movable","29","8","Monday","before","Fixed date","","","",""
"922","4988","","","1555","","Fair on Rogation sunday","local","movable","","","","","Vocem","","","",""
"924","4988","","","1555","","Fair on Sunday after the Birth of the Blessed Virgin Mary.","local","movable","8","9","Sunday","after","Fixed date","","","",""
"926","11493","","","","1649","","local","movable","","","Tuesday","after","Reminiscere","","","1",""
"928","11493","","","","","","local","movable","","","Tuesday","after","Cantate","","","1",""
"930","11493","","","","","","local","movable","16","10","Tuesday","after","Fixed date","","","1",""
"934","10538","","","1546","","St. Michael's market","local","movable","29","9","Saturday","after","Fixed date","","","",""
"936","8181","","","1376","","","local","movable","","","Tuesday","before","Ascension","","","",""
"938","8272","","","","1500","","local","fixed","29","9","","before","Fixed date","","-3","",""
"940","8272","","938","1501","","","local","fixed","19","11","","","","","","",""
"942","8322","","","","1680","","local","movable","29","9","Friday","after","Fixed date","","","",""
"944","8322","","","","1680","","local","movable","23","6","Friday","after","Fixed date","","","",""
"946","7529","","","1544","","Fair on Sunday after St. Peter and Paul's day.","local","movable","29","6","Sunday","after","Fixed date","","","",""
"948","7529","","","1544","","Fair on Sunday after Deuli (?)","local","fixed","","","","","","","","",""
"950","7529","","","1544","","Fair on Sunday after St. Bartholomew's day.","local","movable","24","8","Sunday","after","Fixed date","","","",""
"952","7529","","","1599","","Fair eight days before St. Martin's day.","local","fixed","11","11","","before","Fixed date","","","",""
"954","8600","","","1558","","Fair on the Birth of the Blessed Virgin Mary","local","fixed","8","9","","","","","","",""
"956","8611","","","1567","","Fair on Philippi and Jacobi (1st of May)","local","fixed","1","5","","","","","","",""
"958","8611","","","1567","","Fair on Tuesday after St. Martin's day","local","movable","11","11","Tuesday","after","Fixed date","","","",""
"960","8611","","","1610","","Cattle market on Candlemas.","local","movable","2","2","Monday","after","Fixed date","","","",""
"962","11009","","","1615","","Fair on St Philip and James","local","fixed","1","5","","","","","","",""
"964","11009","","","1615","","Fair on St James","local","fixed","25","7","","","","","","",""
"966","11009","","","1615","","Fair on All Saints' day","local","fixed","1","11","","","","","","",""
"968","2430","","","1390","","The fair is to be held 'up on the old market' ('droben uf dem alten Marckte').","local","movable","","","","","Jubilate","","","",""
"970","2430","","","1390","","The fair is to be held 'on the other market' ('uf den andern Marckte'). It is held on the Sunday of St. Bartholomew.","local","movable","24","8","Sunday","after","Fixed date","","","",""
"972","8056","","","1542","","Fair on St. Kilian's day","local","movable","8","7","Sunday","after","Fixed date","","","",""
"974","8056","","","1542","","Fair on St. Michael's day","local","fixed","29","9","","","","","","",""
"976","8056","","","1542","","Fair to the middle of lent","local","movable","","","","","Letare","","","",""
"978","3646","Kieler Umschlag","","1431","1500","The 'Kieler Umschlag' was organised on several dates before 1500, of which St Martin's Day is one of the most mentioned.","regional","fixed","11","11","","","","","","7",""
"980","3646","Kieler Umschlag","","1473","","Next to other dates, the 'Kieler Umschlag' is first recorded to have taken place in the week of the octave of Epiphany in 1473. From the 16th century, this date became the main date on which the fair was organised.","interregional","fixed","6","1","","","","","","7",""
"982","2795","","190","1444","","Fair on St Walpurga and on the day before and after, which replaced the fair of St Simon and Jude in 1444.","local","fixed","1","5","","","","","-1","1",""
"984","6195","","","1598","","Fair on St. Martin's day","local","fixed","11","11","","","","","","",""
"986","47","","","1390","","Fair on St Margaret, founded in 1390.","local","fixed","13","7","","","","","","",""
"988","47","","","1432","","Fair on St Michael, founded in 1432.","local","fixed","29","9","","","","","","",""
"990","47","","","1582","","Fair on the Presentation of Mary, founded in 1582.","local","fixed","21","11","","","","","","",""
"992","1131","","","1614","","Carnival fair, founded in 1614.","local","movable","","","Tuesday","before","Ash","","","",""
"994","1131","","","1400","","Fair on St Gallus, possibly only existing since 1578.","local","fixed","16","10","","","","","","",""
"996","1131","","","1400","","Fair on St George, possibly existing only since 1578.","local","fixed","23","4","","","","","","",""
"998","1131","","","1400","","Fair on St Vitus, possibly existing only since 1578.","local","fixed","15","6","","","","","","",""
"1000","10441","","","1593","","Fair on Sunday Oculi","local","movable","","","","","Oculi","","","",""
"1002","3280","","","1493","","Oxen market on the last Thursday of April.","regional","movable","1","5","Thursday","before","Fixed date","","","",""
"1004","3280","","","1493","","Oxen market on the first Thursday in May.","regional","movable","1","5","Thursday","after","Fixed date","","","",""
"1006","3280","","","1493","","Oxen market on St Simon and Jude.","regional","fixed","28","10","","","","","","",""
"1008","8236","","","1465","","Oxen market in Wedel from mid-March to mid-April.","regional","fixed","15","3","","","","","","30",""
"1010","3344","Neumarkt","","1400","","""New market"" on Monday after Epiphany, first mentioned in 1400.","local","movable","6","1","Monday","after","Fixed date","","","",""
"1012","3344","","","1350","","Oxen market on St Gallus, which took place on the premises of the monastery. It was one of the most important markets for oxen driven from Jutland and Schleswig.","regional","fixed","16","10","","","","","","",""
"1014","3344","Bürgertag","","1350","","Fair on ""citizens' day"", 7 or 8 September. It was connected to a horse fair.","regional","fixed","8","9","","","","-1","","",""
"1016","3344","","","1489","","Fair on Wednesday before Carnival.","local","movable","","","Wednesday","before","Ash","","","",""
"1018","3344","","","1489","","Fair on Sunday before Reminiscere.","local","movable","","","","","Invocavit","","","",""
"1020","3344","","","1489","","Fair on Thursday before Palm Sunday","local","movable","","","Thursday","before","Palmarum","","","",""
"1022","3344","","","1489","","Fair on eight days before St James","local","fixed","18","7","","","","","","",""
"1024","3344","","","1500","","Early modern horse fair on three days before Letare Sunday.","local","movable","","","Friday","before","Letare","","","",""
"1026","3921","","","1291","","Fair on the day of St Peter and Paul, which was connected to the annual Königslutter pilgrimage.","local","fixed","29","6","","","","","","",""
"1028","3921","","","1621","","Retail and cattle fair on Sunday before St Gallus, granted in 1621.","local","movable","16","10","Sunday","before","Fixed date","","","",""
"1030","11719","","","","1581","Fair on Ascension day, moved to Bremervörde in 1582.","local","movable","","","","","Ascension","","","",""
"1032","2185","","","1607","","Fair on Misericordias Domini","local","movable","","","","","Misericordia","","","",""
"1034","2185","","","1607","","Fair on All Saint's Day.","local","fixed","1","11","","","","","","",""
"1036","928","","","1480","","Fair around the Birth of the Blessed Virgin Mary.","local","fixed","8","9","","","","","","",""
"1038","928","","","1480","","Fair around St. Michael's day.","local","fixed","29","9","","","","","","",""
"1040","928","","","1480","","Fair in the new town at Pentecost","local","movable","","","","","Pentecost","","","",""
"1042","5460","","","1491","","Horse- and cattle fair, which is held once per year on the plaza that has been called Pferdemarkt since 1491. It is cancelled at a later date and only taken up again in 1715.","local","fixed","","","","","","","","",""
"1044","2457","","","1641","","","local","movable","","","Monday","after","Vocem","","","",""
"1046","2457","","","1641","","Fair on the second Monday after the Birth of the Holy Virgin Mary.","local","movable","8","11","Monday","after","Fixed date","","","",""
"1048","11493","","926","1650","","A cattle market is added on Monday before the fair on Thursday and Wednesday after Reminiscere.","local","movable","","","Tuesday","after","Reminiscere","","-1","1",""
"1050","11493","","","1650","","Cattle market on Monday after St. Bartholomew's day","local","movable","24","8","Monday","after","Fixed date","","","",""
"1052","2160","","","1539","","Fair on Judica","local","movable","","","","","Judica","","","",""
"1054","2160","","","1539","","Fair on Exaudi","local","movable","","","","","Exaudi","","","",""
"1056","2160","","","1539","","Fair on the day of the Exaltation of the Cross","local","fixed","14","9","","","","","","",""
"1058","3455","","","1376","","","local","fixed","","","","","","","","",""
"1060","3455","","","1376","","","local","fixed","","","","","","","","",""
"1062","3455","","","1497","","","local","fixed","","","","","","","","",""
"1064","3455","","","1623","","","local","fixed","","","","","","","","",""
"1066","4626","","","1562","","","local","fixed","20","1","","","","","","",""
"1068","4626","","","1562","","","local","fixed","21","9","","","","","","",""
"1070","7807","","","1521","1605","","local","fixed","","","","","","","","",""
"1072","7807","","1070","1606","","","local","fixed","","","","","","","","",""
"1074","6712","","","1496","","In 1496 a new fair is granted by electorate Johann on Laetare sunday and the following monday.","local","movable","","","","","Letare","","","1",""
"1076","8763","","","1500","","In the 16th century, a cattle market existed on the Assumption of Mary.","local","fixed","15","8","","","","","","",""
"1078","579","","","","","Fair around St. Walpurgis' day.","local","fixed","1","5","","","","","","",""
"1080","579","","","","","Fair on the day of the Exaltation of the Cross.","local","fixed","14","9","","","","","","",""
"1082","579","","","","","Fair on St. Martin's day.","local","fixed","11","11","","","","","","",""
"1084","3646","Kieler Umschlag","","1431","1500","The 'Kieler Umschlag' was organised on several dates before 1500, of which St Michael's Day is one of the most mentioned.","local","fixed","29","9","","","","","","7",""
"1086","3646","","","1500","","One-week fair on Sunday Invocavit","regional","movable","","","","","Invocavit","","","6",""
"1088","3646","","","1500","","One-week fair on Monday after St Peter and Paul's Day","regional","movable","29","6","Monday","after","Fixed date","","","6",""
"1090","3646","","","1500","","One-week fair on Monday after St Francis.","regional","movable","4","10","Monday","after","Fixed date","","","6",""
"1092","9980","","","1331","","Fair on St. Bartholomew's day.","local","fixed","24","8","","","","","","",""
"1094","3580","","","1336","","Fair on Sunday Invocavit.","local","movable","","","","","Invocavit","","","",""
"1096","3580","","","1336","","Fair on St James","local","fixed","25","7","","","","","","",""
"1098","3580","","","1336","","Fair on St Martin's Day","local","fixed","11","11","","","","","","",""
"1100","5801","","","1028","","Fair on St Gallus in front of the western town gate; mainly used for trade in agricultural products.","local","fixed","16","10","","","","","","",""
"1102","5801","","","1500","1520","Fair on St John's Day, replaced by two new fairs in 1521.","local","fixed","24","6","","","","","","",""
"1104","5801","","","1521","","Fair on the Chair of St Peter","regional","fixed","22","2","","","","","-3","3",""
"1106","5801","","","1521","","Fair on Mary Magdalene","regional","fixed","22","7","","","","","-3","3",""
"1108","5801","","","1575","","Fair on Annunciation Day","local","fixed","22","3","","","","","","",""
"1110","5801","","","1575","","Fair on St Nicholas","local","fixed","6","12","","","","","","",""
"1112","10668","","","1584","","The fair of St Michael took place since 1584 and was held on the third Monday after St Michael's Day.","local","movable","13","10","Monday","after","Fixed date","","","",""
"1114","5304","","","1300","","Fair on St Walpurga","regional","fixed","1","5","","","","","-4","4",""
"1116","5304","","","1300","","Fair on St John's Day","regional","fixed","24","6","","","","","-4","","4"
"1118","5304","","","1300","","Fair on St Remigius, that seems to have disappeared after 1559.","regional","fixed","1","10","","","","","-4","4",""
"1120","5304","","","1419","","Fair on St Bartholomew","regional","fixed","24","8","","","","","-4","4",""
"1122","5304","","","1475","","Fair on St Martin","regional","fixed","11","11","","","","","-4","4",""
"1124","4502","","","1244","","Fair on St Martin's Day","local","fixed","11","11","","","","-2","","","2"
"1126","4502","","","1550","1552","Fair on 9 September.","local","fixed","9","9","","","","-2","","","2"
"1128","4502","","1126","1553","1573","The September fair was moved to the second day of Christmas in 1553.","local","fixed","26","12","","","","-2","","","2"
"1130","4502","","1128","1574","","The Christmas market was moved to Holy Innocents' Day in 1574, because the market disrupted Christmas festivities.","local","fixed","28","12","","","","-2","","","2"
"1132","4502","","","1580","","Fair on St Michael's Day","local","fixed","29","9","","","","-2","","","2"
"1134","4502","","","1580","","Fair on Thursday after Sexagesima.","local","movable","","","Thursday","after","Exurge","-2","","","2"
"1136","6398","","","1450","","Dedication day on Sunday after the Assumption of Mary.","local","fixed","15","8","","","","","","",""
"1138","6398","Kalter Markt","","1450","","The ""cold market"" took place before Christmas.","local","fixed","24","12","","","","","","",""
"1140","6398","","","1484","","Fair on St Dionysius","local","fixed","9","10","","","","","","",""
"1142","6398","","","1484","","Fair on All Saints' Day","local","fixed","1","11","","","","","","",""
"1144","5453","","","1500","","Fair of St James","local","fixed","25","7","","","","","","",""
"1146","5453","Beestmarkt","","1500","","Autumn cattle fair of three days on the day before St Martin.","local","fixed","10","11","","","","","","2",""
"1148","5453","","","1500","","Pentecost fair, first mentioned in 1598","local","movable","","","","","Pentecost","","","",""
"1150","1865","","","1041","","Fair on the fest of St Cosmas and Damian","local","fixed","27","9","","","","","","",""
"1152","1127","","","1562","","","regional","fixed","15","8","","","","","-3","3",""
"1154","1127","","","1576","","Fair on Dionysii","local","fixed","9","10","","","","","","",""
"1156","1127","","","1635","1657","Another fair was added between 1635 to 1657 on Simon and Juda's day.","local","fixed","27","10","","","","","","",""
"1158","1686","","","1550","","","local","movable","30","4","Sunday","after","Fixed date","","","",""
"1160","1686","","","1550","","","local","fixed","8","9","","","","","","",""
"1162","1672","","","1431","","","local","movable","","","","","Ascension","","","",""
"1164","1672","","","1431","","","local","fixed","1","9","","","","","","",""
"1166","1837","","","1530","","","local","movable","","","","","Vocem","","","",""
"1168","1837","","","1530","","","local","fixed","8","9","","","","","","",""
"1170","12469","","","1445","","Cattle fair on Reminiscere","local","movable","","","","","Reminiscere","","","",""
"1172","12469","","","1445","","Cattle fair on Sunday before Ascension Day","local","movable","","","Sunday","before","Ascension","","","",""
"1174","12469","","","1445","","Cattle fair on Michaelmas","local","movable","29","9","Sunday","before","Fixed date","","","",""
"1176","2736","","","1565","","","local","movable","","","Monday","after","Quasimodo","","","",""
"1178","2736","","","1565","","","local","movable","1","9","Monday","after","Fixed date","","","",""
"1180","12479","","","1300","","","local","movable","25","7","Monday","after","Fixed date","","","",""
"1182","12479","","","1300","","","local","movable","16","10","Tuesday","before","Fixed date","","","",""
"1184","3413","","","1650","","Fair on Sunday after Peter-and-Paul's day.","local","movable","29","6","Sunday","after","Fixed date","","","",""
"1186","3413","","","1650","","Fair on Monday after St. Michael's day.","local","movable","29","9","Monday","after","Fixed date","","","",""
"1188","12495","","","1253","","Fair on St. Vitus' day.","local","fixed","28","6","","","","","","",""
"1190","12499","","","1409","1539","","local","movable","24","8","Sunday","after","Fixed date","","","",""
"1192","12499","","1190","1540","","","local","movable","","","Monday","after","Letare","","","",""
"1194","12499","","","1409","1539","","local","movable","","","Sunday","after","Sacramentum","","","",""
"1196","12499","","1194","1540","","","local","movable","11","11","Friday","before","Fixed date","","","",""
"1198","6799","","","1539","","","local","movable","8","7","Monday","before","Fixed date","","","",""
"1200","6799","","","1539","","Fair on monday after the 1st advent.","local","movable","","","Monday","after","","","","",""
"1202","12521","","","1650","","The fair is held eight days after St. Bartholomew's day.","local","fixed","24","8","","after","Fixed date","","","2",""
"1204","8752","","646","1601","","Chapter administrator duke August grants another market to the town in 1593, which is set to the Tuesday after Jacobi in 1601.","local","movable","25","7","Tuesday","after","Fixed date","","","",""
"1206","8333","","","1362","","Fair on St Simon and Jude","local","fixed","28","10","","","","","","",""
"1208","7114","","","1069","1562","Fair on Ascension Day.","local","movable","","","","","Ascension","","","",""
"1210","7114","","1208","1563","","The Ascension Day fair was moved to the first Thursday of Lent in 1563/4","local","movable","","","Thursday","after","Ash","","","",""
"1212","7114","","","1400","1460","Fair on St Servatius, which was first mentioned in 1461 but moved to Corpus Christi that year.","local","fixed","13","5","","","","","","",""
"1214","7114","","1212","1461","","Fair on Corpus Christi","local","movable","","","","","Sacramentum","","","",""
"1216","7114","","","1491","","Fair on St Matthew, confirmed in 1521/22","local","fixed","21","9","","","","","","",""
"1218","7114","","","1600","","Fair on St Nicholas, granted in 1600","local","fixed","6","12","","","","","","",""
"1220","652","","","1338","","Fair on St John's Day","local","fixed","24","6","","","","","-1","1",""
"1222","652","","","1485","","Fair on St Leonard","local","fixed","6","11","","","","","-1","1",""
"1224","652","","","1500","","Fair on St Michael","local","fixed","29","9","","","","","-1","1",""
"1226","6710","","","1488","","A fair on the day of the Decapitation of St John the Baptist was confirmed in the town privileges of 1488 and might have already existed before the 15th century. There was a market freedom ('marktfreiheit') of two days before and after that date.","local","fixed","29","8","","","","","-2","2",""
"1228","3175","","","1588","","Fair on St Martin's Day","local","fixed","11","11","","","","","","",""
"1230","3175","","","1588","","Fair on Cathedra Petri","local","fixed","22","2","","","","","","",""
"1232","3175","","","1588","","Fair on Pentecost","local","movable","","","","","Pentecost","","","",""
"1234","12882","","","1423","","Retail and cattle fair on St Michael's Day.","local","fixed","29","9","","","","","","",""
"1236","13347","","","1400","","Fair on the first Tuesday of September.","local","movable","31","8","Tuesday","after","Fixed date","","","",""

